CustomerID,Recency,Frequency,Monetary,RScore,FM_score,rfm_segment
16458,3,1.3846153846153846,3482.74,5,3,Loyal Customers
12955,2,1.1,4637.76,5,3,Loyal Customers
14291,2,1.1,3469.8,5,3,Loyal Customers
14251,2,1.6666666666666667,2879.7000000000007,5,3,Loyal Customers
14698,2,1.6666666666666667,1119.26,5,3,Loyal Customers
12912,3,1.6666666666666667,1662.3000000000002,5,3,Loyal Customers
13882,3,1.6666666666666667,1081.28,5,3,Loyal Customers
12839,3,1.0769230769230769,5508.2200000000012,5,3,Loyal Customers
13756,3,1.0769230769230769,5124.7200000000012,5,3,Loyal Customers
14796,2,1.3076923076923077,7672.04,5,3,Loyal Customers
16210,2,1.3076923076923077,20360.3,5,3,Loyal Customers
17238,3,1.3076923076923077,3452.3,5,3,Loyal Customers
12569,3,3.1111111111111112,2777.2900000000009,5,4,Champions
14397,3,2.375,2612.9599999999996,5,4,Champions
17243,2,2,7888.7000000000007,5,4,Champions
18109,2,2,5397.62,5,4,Champions
15498,3,2,12133.5,5,4,Champions
16000,3,2,10391.2,5,4,Champions
16525,3,2,11888.75,5,4,Champions
16672,3,2,7122.84,5,4,Champions
13078,4,2,11812.689999999999,5,4,Champions
13755,4,3,1813.6499999999999,5,4,Champions
16790,4,3,1545.6200000000001,5,4,Champions
15804,1,1.625,3615.7400000000007,5,4,Champions
14191,2,1.625,4684.76,5,4,Champions
13881,4,1.8181818181818181,16635.519999999997,5,4,Champions
17735,3,1.4615384615384615,12729.819999999998,5,4,Champions
14562,4,1.6363636363636365,4161.17,5,4,Champions
16779,3,1.6923076923076923,10485.27,5,4,Champions
14132,3,1.5714285714285714,3538.23,5,4,Champions
12720,3,1.9230769230769231,4808.93,5,4,Champions
13534,3,1.9230769230769231,5780.0800000000008,5,4,Champions
16764,4,2.1666666666666665,2636.1000000000004,5,4,Champions
13599,2,1.6153846153846154,4919.12,5,4,Champions
13668,3,1.6153846153846154,6131.8900000000012,5,4,Champions
16626,1,1.6,3427.1,5,4,Champions
13069,1,1.8461538461538463,4308.32,5,4,Champions
13113,1,1.8461538461538463,6958.81,5,4,Champions
17581,1,1.8461538461538463,10097.289999999999,5,4,Champions
13102,2,1.8461538461538463,6060.6900000000005,5,4,Champions
13685,3,2.3333333333333335,3119.4400000000005,5,4,Champions
16523,2,1.6666666666666667,8677.19,5,4,Champions
16558,1,1.5384615384615385,7757.9400000000014,5,4,Champions
16705,1,1.5384615384615385,13080.39,5,4,Champions
12621,2,1.5384615384615385,11222.32,5,4,Champions
17017,3,1.5384615384615385,8626.26,5,4,Champions
14051,1,1.7692307692307692,14042.390000000003,5,4,Champions
16353,4,1.7692307692307692,6675.71,5,4,Champions
12748,1,15.692307692307692,29589.39,5,5,Champions
13777,1,2.5384615384615383,25964.409999999996,5,5,Champions
17389,1,2.5833333333333335,19917.48,5,5,Champions
13263,2,2.8333333333333335,7031.2699999999995,5,5,Champions
13408,2,4.6923076923076925,26583.039999999997,5,5,Champions
14056,2,2.0909090909090908,7778.6500000000024,5,5,Champions
14606,2,6.9230769230769234,9888.0000000000018,5,5,Champions
14646,2,5.5384615384615383,266194.22,5,5,Champions
14911,2,15.153846153846153,119715.28999999995,5,5,Champions
15189,2,3.4166666666666665,12590.640000000003,5,5,Champions
17315,2,2.7692307692307692,5501.66,5,5,Champions
17757,2,2.3076923076923075,4974.0400000000009,5,5,Champions
17841,2,9.5384615384615383,36034.880000000005,5,5,Champions
14527,3,4.1538461538461542,5615.0800000000017,5,5,Champions
12971,4,6.615384615384615,10747.959999999995,5,5,Champions
13694,4,3.8461538461538463,64185.819999999992,5,5,Champions
14547,4,2.6666666666666665,3591.5899999999992,5,5,Champions
15061,4,3.6923076923076925,39585.44,5,5,Champions
16013,4,3.6153846153846154,34327.399999999994,5,5,Champions
16133,4,2.75,13346.189999999997,5,5,Champions
15311,1,7,59178,5,5,Champions
13089,3,7,52324.130000000026,5,5,Champions
17675,2,2.3846153846153846,18217.33,5,5,Champions
17511,3,2.3846153846153846,88118.51999999999,5,5,Champions
12682,4,2.3846153846153846,10674.619999999997,5,5,Champions
14735,4,2.3846153846153846,5536.14,5,5,Champions
13468,2,2.8461538461538463,4994.8700000000008,5,5,Champions
13767,3,2.8461538461538463,15412.960000000001,5,5,Champions
13199,4,2.8461538461538463,8602.5199999999986,5,5,Champions
17949,2,3.1666666666666665,48396.280000000006,5,5,Champions
18102,1,4.384615384615385,222135.17000000004,5,5,Champions
13798,2,4.384615384615385,35862.850000000006,5,5,Champions
13098,2,2.3333333333333335,26128.239999999998,5,5,Champions
17428,1,2.1538461538461537,15463.15,5,5,Champions
15159,2,2.1538461538461537,16584.160000000003,5,5,Champions
17677,2,2.0769230769230771,15937.430000000004,5,5,Champions
12471,3,2.0769230769230771,11999.4,5,5,Champions
